
⚡天线信号👉咪咕央视,#genre#
铜陵科教频道,http://60.168.225.189:2000/rtp/238.1.78.141:7000
铜陵科教频道,http://60.168.225.251:2000/rtp/238.1.78.141:7000
铜陵科教频道,http://60.169.42.1:4000/rtp/238.1.78.141:7000
长丰电视台,http://114.98.161.172:2000/rtp/238.1.78.182:7328
长丰电视台,http://117.57.79.182:8888/rtp/238.1.78.182:7328
长丰电视台,http://117.67.176.35:4022/rtp/238.1.78.182:7328
长丰电视台,http://117.69.24.205:8888/rtp/238.1.78.182:7328
长丰电视台,http://117.69.50.205:8888/rtp/238.1.78.182:7328
长丰电视台,http://117.82.217.77:4000/rtp/238.1.78.182:7328
长丰电视台,http://180.117.245.212:4022/rtp/238.1.78.182:7328
长丰电视台,http://183.166.124.121:8888/rtp/238.1.78.182:7328
长丰电视台,http://223.215.11.181:2000/rtp/238.1.78.182:7328
长丰电视台,http://60.168.225.189:2000/rtp/238.1.78.182:7328
长丰电视台,http://60.168.225.251:2000/rtp/238.1.78.182:7328
长丰电视台,http://60.169.42.1:4000/rtp/238.1.78.182:7328
阜南新闻综合,http://114.98.161.172:2000/rtp/238.1.79.11:4200
阜南新闻综合,http://117.57.79.182:8888/rtp/238.1.79.11:4200
阜南新闻综合,http://117.67.176.35:4022/rtp/238.1.79.11:4200
阜南新闻综合,http://117.69.24.205:8888/rtp/238.1.79.11:4200
阜南新闻综合,http://117.69.50.205:8888/rtp/238.1.79.11:4200
阜南新闻综合,http://117.82.217.77:4000/rtp/238.1.79.11:4200
阜南新闻综合,http://180.117.245.212:4022/rtp/238.1.79.11:4200
阜南新闻综合,http://183.166.124.121:8888/rtp/238.1.79.11:4200
阜南新闻综合,http://223.215.11.181:2000/rtp/238.1.79.11:4200
阜南新闻综合,http://60.168.225.189:2000/rtp/238.1.79.11:4200
阜南新闻综合,http://60.168.225.251:2000/rtp/238.1.79.11:4200
阜南新闻综合,http://60.169.42.1:4000/rtp/238.1.79.11:4200
阜阳公共频道,http://114.98.161.172:2000/rtp/238.1.78.125:6872
阜阳公共频道,http://117.57.79.182:8888/rtp/238.1.78.125:6872
阜阳公共频道,http://117.67.176.35:4022/rtp/238.1.78.125:6872
阜阳公共频道,http://117.69.24.205:8888/rtp/238.1.78.125:6872
阜阳公共频道,http://117.69.50.205:8888/rtp/238.1.78.125:6872
阜阳公共频道,http://117.82.217.77:4000/rtp/238.1.78.125:6872
阜阳公共频道,http://180.117.245.212:4022/rtp/238.1.78.125:6872
阜阳公共频道,http://183.166.124.121:8888/rtp/238.1.78.125:6872
阜阳公共频道,http://223.215.11.181:2000/rtp/238.1.78.125:6872
阜阳公共频道,http://60.168.225.189:2000/rtp/238.1.78.125:6872
阜阳公共频道,http://60.168.225.251:2000/rtp/238.1.78.125:6872
阜阳公共频道,http://60.169.42.1:4000/rtp/238.1.78.125:6872
阜阳教育频道,http://114.98.161.172:2000/rtp/238.1.78.126:6880
阜阳教育频道,http://117.57.79.182:8888/rtp/238.1.78.126:6880
阜阳教育频道,http://117.67.176.35:4022/rtp/238.1.78.126:6880
阜阳教育频道,http://117.69.24.205:8888/rtp/238.1.78.126:6880
阜阳教育频道,http://117.69.50.205:8888/rtp/238.1.78.126:6880
阜阳教育频道,http://117.82.217.77:4000/rtp/238.1.78.126:6880
阜阳教育频道,http://180.117.245.212:4022/rtp/238.1.78.126:6880
阜阳教育频道,http://183.166.124.121:8888/rtp/238.1.78.126:6880
阜阳教育频道,http://223.215.11.181:2000/rtp/238.1.78.126:6880
阜阳教育频道,http://60.168.225.189:2000/rtp/238.1.78.126:6880
阜阳教育频道,http://60.168.225.251:2000/rtp/238.1.78.126:6880
阜阳教育频道,http://60.169.42.1:4000/rtp/238.1.78.126:6880
阜阳新闻综合,http://114.98.161.172:2000/rtp/238.1.78.124:6864
阜阳新闻综合,http://117.57.79.182:8888/rtp/238.1.78.124:6864
阜阳新闻综合,http://117.67.176.35:4022/rtp/238.1.78.124:6864
阜阳新闻综合,http://117.69.24.205:8888/rtp/238.1.78.124:6864
阜阳新闻综合,http://117.69.50.205:8888/rtp/238.1.78.124:6864
阜阳新闻综合,http://117.82.217.77:4000/rtp/238.1.78.124:6864
阜阳新闻综合,http://180.117.245.212:4022/rtp/238.1.78.124:6864
阜阳新闻综合,http://183.166.124.121:8888/rtp/238.1.78.124:6864
阜阳新闻综合,http://223.215.11.181:2000/rtp/238.1.78.124:6864
阜阳新闻综合,http://60.168.225.189:2000/rtp/238.1.78.124:6864
阜阳新闻综合,http://60.168.225.251:2000/rtp/238.1.78.124:6864
阜阳新闻综合,http://60.169.42.1:4000/rtp/238.1.78.124:6864
阜阳都市频道,http://114.98.161.172:2000/rtp/238.1.78.127:6888
阜阳都市频道,http://117.57.79.182:8888/rtp/238.1.78.127:6888
阜阳都市频道,http://117.67.176.35:4022/rtp/238.1.78.127:6888
阜阳都市频道,http://117.69.24.205:8888/rtp/238.1.78.127:6888
阜阳都市频道,http://117.69.50.205:8888/rtp/238.1.78.127:6888
阜阳都市频道,http://117.82.217.77:4000/rtp/238.1.78.127:6888
阜阳都市频道,http://180.117.245.212:4022/rtp/238.1.78.127:6888
阜阳都市频道,http://183.166.124.121:8888/rtp/238.1.78.127:6888
阜阳都市频道,http://223.215.11.181:2000/rtp/238.1.78.127:6888
阜阳都市频道,http://60.168.225.189:2000/rtp/238.1.78.127:6888
阜阳都市频道,http://60.168.225.251:2000/rtp/238.1.78.127:6888
阜阳都市频道,http://60.169.42.1:4000/rtp/238.1.78.127:6888
陶瓷,http://114.98.161.172:2000/rtp/238.1.78.157:7128
陶瓷,http://117.57.79.182:8888/rtp/238.1.78.157:7128
陶瓷,http://117.67.176.35:4022/rtp/238.1.78.157:7128
陶瓷,http://117.69.24.205:8888/rtp/238.1.78.157:7128
陶瓷,http://117.69.50.205:8888/rtp/238.1.78.157:7128
陶瓷,http://117.82.217.77:4000/rtp/238.1.78.157:7128
陶瓷,http://180.117.245.212:4022/rtp/238.1.78.157:7128
陶瓷,http://183.166.124.121:8888/rtp/238.1.78.157:7128
陶瓷,http://223.215.11.181:2000/rtp/238.1.78.157:7128
陶瓷,http://60.168.225.189:2000/rtp/238.1.78.157:7128
陶瓷,http://60.168.225.251:2000/rtp/238.1.78.157:7128
陶瓷,http://60.169.42.1:4000/rtp/238.1.78.157:7128
霍山综合频道,http://114.98.161.172:2000/rtp/238.1.78.220:7632
霍山综合频道,http://117.57.79.182:8888/rtp/238.1.78.220:7632
霍山综合频道,http://117.67.176.35:4022/rtp/238.1.78.220:7632
霍山综合频道,http://117.69.24.205:8888/rtp/238.1.78.220:7632
霍山综合频道,http://117.69.50.205:8888/rtp/238.1.78.220:7632
霍山综合频道,http://117.82.217.77:4000/rtp/238.1.78.220:7632
霍山综合频道,http://180.117.245.212:4022/rtp/238.1.78.220:7632
霍山综合频道,http://183.166.124.121:8888/rtp/238.1.78.220:7632
霍山综合频道,http://223.215.11.181:2000/rtp/238.1.78.220:7632
霍山综合频道,http://60.168.225.189:2000/rtp/238.1.78.220:7632
霍山综合频道,http://60.168.225.251:2000/rtp/238.1.78.220:7632
霍山综合频道,http://60.169.42.1:4000/rtp/238.1.78.220:7632
霍邱新闻综合,http://114.98.161.172:2000/rtp/238.1.78.119:6824
霍邱新闻综合,http://117.57.79.182:8888/rtp/238.1.78.119:6824
霍邱新闻综合,http://117.67.176.35:4022/rtp/238.1.78.119:6824
霍邱新闻综合,http://117.69.24.205:8888/rtp/238.1.78.119:6824
霍邱新闻综合,http://117.69.50.205:8888/rtp/238.1.78.119:6824
霍邱新闻综合,http://117.82.217.77:4000/rtp/238.1.78.119:6824
霍邱新闻综合,http://180.117.245.212:4022/rtp/238.1.78.119:6824
霍邱新闻综合,http://183.166.124.121:8888/rtp/238.1.78.119:6824
霍邱新闻综合,http://223.215.11.181:2000/rtp/238.1.78.119:6824
霍邱新闻综合,http://60.168.225.189:2000/rtp/238.1.78.119:6824
霍邱新闻综合,http://60.168.225.251:2000/rtp/238.1.78.119:6824
霍邱新闻综合,http://60.169.42.1:4000/rtp/238.1.78.119:6824
颍上新闻综合,http://114.98.161.172:2000/rtp/238.1.78.194:7424
颍上新闻综合,http://117.57.79.182:8888/rtp/238.1.78.194:7424
颍上新闻综合,http://117.67.176.35:4022/rtp/238.1.78.194:7424
颍上新闻综合,http://117.69.24.205:8888/rtp/238.1.78.194:7424
颍上新闻综合,http://117.69.50.205:8888/rtp/238.1.78.194:7424
颍上新闻综合,http://117.82.217.77:4000/rtp/238.1.78.194:7424
颍上新闻综合,http://180.117.245.212:4022/rtp/238.1.78.194:7424
颍上新闻综合,http://183.166.124.121:8888/rtp/238.1.78.194:7424
颍上新闻综合,http://223.215.11.181:2000/rtp/238.1.78.194:7424
颍上新闻综合,http://60.168.225.189:2000/rtp/238.1.78.194:7424
颍上新闻综合,http://60.168.225.251:2000/rtp/238.1.78.194:7424
颍上新闻综合,http://60.169.42.1:4000/rtp/238.1.78.194:7424
马鞍山公共频道,http://114.98.161.172:2000/rtp/238.1.78.77:6488
马鞍山公共频道,http://117.57.79.182:8888/rtp/238.1.78.77:6488
马鞍山公共频道,http://117.67.176.35:4022/rtp/238.1.78.77:6488
马鞍山公共频道,http://117.69.24.205:8888/rtp/238.1.78.77:6488
马鞍山公共频道,http://117.69.50.205:8888/rtp/238.1.78.77:6488
马鞍山公共频道,http://117.82.217.77:4000/rtp/238.1.78.77:6488
马鞍山公共频道,http://180.117.245.212:4022/rtp/238.1.78.77:6488
马鞍山公共频道,http://183.166.124.121:8888/rtp/238.1.78.77:6488
马鞍山公共频道,http://223.215.11.181:2000/rtp/238.1.78.77:6488
马鞍山公共频道,http://60.168.225.189:2000/rtp/238.1.78.77:6488
马鞍山公共频道,http://60.168.225.251:2000/rtp/238.1.78.77:6488
马鞍山公共频道,http://60.169.42.1:4000/rtp/238.1.78.77:6488
马鞍山新闻综合,http://114.98.161.172:2000/rtp/238.1.79.15:4232
马鞍山新闻综合,http://117.57.79.182:8888/rtp/238.1.79.15:4232
马鞍山新闻综合,http://117.67.176.35:4022/rtp/238.1.79.15:4232
马鞍山新闻综合,http://117.69.24.205:8888/rtp/238.1.79.15:4232
马鞍山新闻综合,http://117.69.50.205:8888/rtp/238.1.79.15:4232
马鞍山新闻综合,http://117.82.217.77:4000/rtp/238.1.79.15:4232
马鞍山新闻综合,http://180.117.245.212:4022/rtp/238.1.79.15:4232
马鞍山新闻综合,http://183.166.124.121:8888/rtp/238.1.79.15:4232
马鞍山新闻综合,http://223.215.11.181:2000/rtp/238.1.79.15:4232
马鞍山新闻综合,http://60.168.225.189:2000/rtp/238.1.79.15:4232
马鞍山新闻综合,http://60.168.225.251:2000/rtp/238.1.79.15:4232
马鞍山新闻综合,http://60.169.42.1:4000/rtp/238.1.79.15:4232
黄山公共频道,http://114.98.161.172:2000/rtp/238.1.78.131:6920
黄山公共频道,http://117.57.79.182:8888/rtp/238.1.78.131:6920
黄山公共频道,http://117.67.176.35:4022/rtp/238.1.78.131:6920
黄山公共频道,http://117.69.24.205:8888/rtp/238.1.78.131:6920
黄山公共频道,http://117.69.50.205:8888/rtp/238.1.78.131:6920
黄山公共频道,http://117.82.217.77:4000/rtp/238.1.78.131:6920
黄山公共频道,http://180.117.245.212:4022/rtp/238.1.78.131:6920
黄山公共频道,http://183.166.124.121:8888/rtp/238.1.78.131:6920
黄山公共频道,http://223.215.11.181:2000/rtp/238.1.78.131:6920
黄山公共频道,http://60.168.225.189:2000/rtp/238.1.78.131:6920
黄山公共频道,http://60.168.225.251:2000/rtp/238.1.78.131:6920
黄山公共频道,http://60.169.42.1:4000/rtp/238.1.78.131:6920
黄山新闻综合,http://114.98.161.172:2000/rtp/238.1.78.130:6912
黄山新闻综合,http://117.57.79.182:8888/rtp/238.1.78.130:6912
黄山新闻综合,http://117.67.176.35:4022/rtp/238.1.78.130:6912
黄山新闻综合,http://117.69.24.205:8888/rtp/238.1.78.130:6912
黄山新闻综合,http://117.69.50.205:8888/rtp/238.1.78.130:6912
黄山新闻综合,http://117.82.217.77:4000/rtp/238.1.78.130:6912
黄山新闻综合,http://180.117.245.212:4022/rtp/238.1.78.130:6912
黄山新闻综合,http://183.166.124.121:8888/rtp/238.1.78.130:6912
黄山新闻综合,http://223.215.11.181:2000/rtp/238.1.78.130:6912
黄山新闻综合,http://60.168.225.189:2000/rtp/238.1.78.130:6912
黄山新闻综合,http://60.168.225.251:2000/rtp/238.1.78.130:6912
黄山新闻综合,http://60.169.42.1:4000/rtp/238.1.78.130:6912
黟县新闻综合,http://114.98.161.172:2000/rtp/238.1.78.149:7064
黟县新闻综合,http://117.57.79.182:8888/rtp/238.1.78.149:7064
黟县新闻综合,http://117.67.176.35:4022/rtp/238.1.78.149:7064
黟县新闻综合,http://117.69.24.205:8888/rtp/238.1.78.149:7064
黟县新闻综合,http://117.69.50.205:8888/rtp/238.1.78.149:7064
黟县新闻综合,http://117.82.217.77:4000/rtp/238.1.78.149:7064
黟县新闻综合,http://180.117.245.212:4022/rtp/238.1.78.149:7064
黟县新闻综合,http://183.166.124.121:8888/rtp/238.1.78.149:7064
黟县新闻综合,http://223.215.11.181:2000/rtp/238.1.78.149:7064
黟县新闻综合,http://60.168.225.189:2000/rtp/238.1.78.149:7064
黟县新闻综合,http://60.168.225.251:2000/rtp/238.1.78.149:7064
黟县新闻综合,http://60.169.42.1:4000/rtp/238.1.78.149:7064


🏄广东电信央视频道2024-09-11更新,#genre#
CCTV1,http://113.100.72.213:8899/udp/239.77.0.129:5146
CCTV1,http://113.100.72.213:8899/udp/239.77.0.86:5146
CCTV1,http://113.100.72.213:8899/udp/239.77.1.144:5146
CCTV1,http://113.100.72.213:8899/udp/239.77.1.17:5146
CCTV1,http://113.74.172.147:4000/udp/239.77.0.129:5146
CCTV1,http://113.74.172.147:4000/udp/239.77.0.86:5146
CCTV1,http://113.74.172.147:4000/udp/239.77.1.144:5146
CCTV1,http://113.74.172.147:4000/udp/239.77.1.17:5146
CCTV1,http://113.90.244.76:4000/udp/239.77.0.129:5146
CCTV1,http://113.90.244.76:4000/udp/239.77.0.86:5146
CCTV1,http://113.90.244.76:4000/udp/239.77.1.144:5146
CCTV1,http://113.90.244.76:4000/udp/239.77.1.17:5146
CCTV1,http://113.93.48.75:2000/udp/239.77.0.129:5146
CCTV1,http://113.93.48.75:2000/udp/239.77.0.86:5146
CCTV1,http://113.93.48.75:2000/udp/239.77.1.144:5146
CCTV1,http://113.93.48.75:2000/udp/239.77.1.17:5146
CCTV1,http://113.93.51.233:2000/udp/239.77.0.129:5146
CCTV1,http://113.93.51.233:2000/udp/239.77.0.86:5146
CCTV1,http://113.93.51.233:2000/udp/239.77.1.144:5146
CCTV1,http://113.93.51.233:2000/udp/239.77.1.17:5146
CCTV1,http://113.94.58.116:10010/udp/239.77.0.129:5146
CCTV1,http://113.94.58.116:10010/udp/239.77.0.86:5146
CCTV1,http://113.94.58.116:10010/udp/239.77.1.144:5146
CCTV1,http://113.94.58.116:10010/udp/239.77.1.17:5146
CCTV1,http://119.134.111.101:8888/udp/239.77.0.129:5146
CCTV1,http://119.134.111.101:8888/udp/239.77.0.86:5146
CCTV1,http://119.134.111.101:8888/udp/239.77.1.144:5146
CCTV1,http://119.134.111.101:8888/udp/239.77.1.17:5146
CCTV1,http://121.13.55.66:4022/udp/239.77.0.129:5146
CCTV1,http://121.13.55.66:4022/udp/239.77.0.86:5146
CCTV1,http://121.13.55.66:4022/udp/239.77.1.144:5146
CCTV1,http://121.13.55.66:4022/udp/239.77.1.17:5146
CCTV1,http://125.89.163.44:8888/udp/239.77.0.129:5146
CCTV1,http://125.89.163.44:8888/udp/239.77.0.86:5146
CCTV1,http://125.89.163.44:8888/udp/239.77.1.144:5146
CCTV1,http://125.89.163.44:8888/udp/239.77.1.17:5146
CCTV1,http://183.29.197.141:8686/udp/239.77.0.129:5146
CCTV1,http://183.29.197.141:8686/udp/239.77.0.86:5146
CCTV1,http://183.29.197.141:8686/udp/239.77.1.144:5146
CCTV1,http://183.29.197.141:8686/udp/239.77.1.17:5146
CCTV1,http://58.62.234.251:10000/udp/239.77.0.129:5146
CCTV1,http://58.62.234.251:10000/udp/239.77.0.86:5146
CCTV1,http://58.62.234.251:10000/udp/239.77.1.144:5146
CCTV1,http://58.62.234.251:10000/udp/239.77.1.17:5146
CCTV1,http://58.63.64.106:8888/udp/239.77.0.129:5146
CCTV1,http://58.63.64.106:8888/udp/239.77.0.86:5146
CCTV1,http://58.63.64.106:8888/udp/239.77.1.144:5146
CCTV1,http://58.63.64.106:8888/udp/239.77.1.17:5146
CCTV1,http://61.144.103.236:8090/udp/239.77.0.129:5146
CCTV1,http://61.144.103.236:8090/udp/239.77.0.86:5146
CCTV1,http://61.144.103.236:8090/udp/239.77.1.144:5146
CCTV1,http://61.144.103.236:8090/udp/239.77.1.17:5146
CCTV2,http://113.100.72.213:8899/udp/239.253.43.17:5146
CCTV2,http://113.100.72.213:8899/udp/239.77.0.137:5146
CCTV2,http://113.100.72.213:8899/udp/239.77.1.158:5146
CCTV2,http://113.74.172.147:4000/udp/239.253.43.17:5146
CCTV2,http://113.74.172.147:4000/udp/239.77.0.137:5146
CCTV2,http://113.74.172.147:4000/udp/239.77.1.158:5146
CCTV2,http://113.90.244.76:4000/udp/239.253.43.17:5146
CCTV2,http://113.90.244.76:4000/udp/239.77.0.137:5146
CCTV2,http://113.90.244.76:4000/udp/239.77.1.158:5146
CCTV2,http://113.93.48.75:2000/udp/239.253.43.17:5146
CCTV2,http://113.93.48.75:2000/udp/239.77.0.137:5146
CCTV2,http://113.93.48.75:2000/udp/239.77.1.158:5146
CCTV2,http://113.93.51.233:2000/udp/239.253.43.17:5146
CCTV2,http://113.93.51.233:2000/udp/239.77.0.137:5146
CCTV2,http://113.93.51.233:2000/udp/239.77.1.158:5146
CCTV2,http://113.94.58.116:10010/udp/239.253.43.17:5146
CCTV2,http://113.94.58.116:10010/udp/239.77.0.137:5146
CCTV2,http://113.94.58.116:10010/udp/239.77.1.158:5146
CCTV2,http://119.134.111.101:8888/udp/239.253.43.17:5146
CCTV2,http://119.134.111.101:8888/udp/239.77.0.137:5146
CCTV2,http://119.134.111.101:8888/udp/239.77.1.158:5146
CCTV2,http://121.13.55.66:4022/udp/239.253.43.17:5146
CCTV2,http://121.13.55.66:4022/udp/239.77.0.137:5146
CCTV2,http://121.13.55.66:4022/udp/239.77.1.158:5146
CCTV2,http://125.89.163.44:8888/udp/239.253.43.17:5146
CCTV2,http://125.89.163.44:8888/udp/239.77.0.137:5146
CCTV2,http://125.89.163.44:8888/udp/239.77.1.158:5146
CCTV2,http://183.29.197.141:8686/udp/239.253.43.17:5146
CCTV2,http://183.29.197.141:8686/udp/239.77.0.137:5146
CCTV2,http://183.29.197.141:8686/udp/239.77.1.158:5146
CCTV2,http://58.62.234.251:10000/udp/239.253.43.17:5146
CCTV2,http://58.62.234.251:10000/udp/239.77.0.137:5146
CCTV2,http://58.62.234.251:10000/udp/239.77.1.158:5146
CCTV2,http://58.63.64.106:8888/udp/239.253.43.17:5146
CCTV2,http://58.63.64.106:8888/udp/239.77.0.137:5146
CCTV2,http://58.63.64.106:8888/udp/239.77.1.158:5146
CCTV2,http://61.144.103.236:8090/udp/239.253.43.17:5146
CCTV2,http://61.144.103.236:8090/udp/239.77.0.137:5146
CCTV2,http://61.144.103.236:8090/udp/239.77.1.158:5146
CCTV3,http://113.100.72.213:8899/udp/239.77.0.169:5146
CCTV3,http://113.100.72.213:8899/udp/239.77.0.175:5146
CCTV3,http://113.74.172.147:4000/udp/239.77.0.169:5146
CCTV3,http://113.74.172.147:4000/udp/239.77.0.175:5146
CCTV3,http://113.90.244.76:4000/udp/239.77.0.169:5146
CCTV3,http://113.90.244.76:4000/udp/239.77.0.175:5146
CCTV3,http://113.93.48.75:2000/udp/239.77.0.169:5146
CCTV3,http://113.93.48.75:2000/udp/239.77.0.175:5146
CCTV3,http://113.93.51.233:2000/udp/239.77.0.169:5146
CCTV3,http://113.93.51.233:2000/udp/239.77.0.175:5146
CCTV3,http://113.94.58.116:10010/udp/239.77.0.169:5146
CCTV3,http://113.94.58.116:10010/udp/239.77.0.175:5146
CCTV3,http://119.134.111.101:8888/udp/239.77.0.169:5146
CCTV3,http://119.134.111.101:8888/udp/239.77.0.175:5146
CCTV3,http://121.13.55.66:4022/udp/239.77.0.169:5146
CCTV3,http://121.13.55.66:4022/udp/239.77.0.175:5146
CCTV3,http://125.89.163.44:8888/udp/239.77.0.169:5146
CCTV3,http://125.89.163.44:8888/udp/239.77.0.175:5146
CCTV3,http://183.29.197.141:8686/udp/239.77.0.169:5146
CCTV3,http://183.29.197.141:8686/udp/239.77.0.175:5146
CCTV3,http://58.62.234.251:10000/udp/239.77.0.169:5146
CCTV3,http://58.62.234.251:10000/udp/239.77.0.175:5146
CCTV3,http://58.63.64.106:8888/udp/239.77.0.169:5146
CCTV3,http://58.63.64.106:8888/udp/239.77.0.175:5146
CCTV3,http://61.144.103.236:8090/udp/239.77.0.169:5146
CCTV3,http://61.144.103.236:8090/udp/239.77.0.175:5146
CCTV4,http://113.100.72.213:8899/udp/239.77.0.78:5146
CCTV4,http://113.100.72.213:8899/udp/239.77.1.163:5146
CCTV4,http://113.100.72.213:8899/udp/239.77.1.166:5146
CCTV4,http://113.74.172.147:4000/udp/239.77.0.78:5146
CCTV4,http://113.74.172.147:4000/udp/239.77.1.163:5146
CCTV4,http://113.74.172.147:4000/udp/239.77.1.166:5146
CCTV4,http://113.90.244.76:4000/udp/239.77.0.78:5146
CCTV4,http://113.90.244.76:4000/udp/239.77.1.163:5146
CCTV4,http://113.90.244.76:4000/udp/239.77.1.166:5146
CCTV4,http://113.93.48.75:2000/udp/239.77.0.78:5146
CCTV4,http://113.93.48.75:2000/udp/239.77.1.163:5146
CCTV4,http://113.93.48.75:2000/udp/239.77.1.166:5146
CCTV4,http://113.93.51.233:2000/udp/239.77.0.78:5146
CCTV4,http://113.93.51.233:2000/udp/239.77.1.163:5146
CCTV4,http://113.93.51.233:2000/udp/239.77.1.166:5146
CCTV4,http://113.94.58.116:10010/udp/239.77.0.78:5146
CCTV4,http://113.94.58.116:10010/udp/239.77.1.163:5146
CCTV4,http://113.94.58.116:10010/udp/239.77.1.166:5146
CCTV4,http://119.134.111.101:8888/udp/239.77.0.78:5146
CCTV4,http://119.134.111.101:8888/udp/239.77.1.163:5146
CCTV4,http://119.134.111.101:8888/udp/239.77.1.166:5146
CCTV4,http://121.13.55.66:4022/udp/239.77.0.78:5146
CCTV4,http://121.13.55.66:4022/udp/239.77.1.163:5146
CCTV4,http://121.13.55.66:4022/udp/239.77.1.166:5146
CCTV4,http://125.89.163.44:8888/udp/239.77.0.78:5146
CCTV4,http://125.89.163.44:8888/udp/239.77.1.163:5146
CCTV4,http://125.89.163.44:8888/udp/239.77.1.166:5146
CCTV4,http://183.29.197.141:8686/udp/239.77.0.78:5146
CCTV4,http://183.29.197.141:8686/udp/239.77.1.163:5146
CCTV4,http://183.29.197.141:8686/udp/239.77.1.166:5146
CCTV4,http://58.62.234.251:10000/udp/239.77.0.78:5146
CCTV4,http://58.62.234.251:10000/udp/239.77.1.163:5146
CCTV4,http://58.62.234.251:10000/udp/239.77.1.166:5146
CCTV4,http://58.63.64.106:8888/udp/239.77.0.78:5146
CCTV4,http://58.63.64.106:8888/udp/239.77.1.163:5146
CCTV4,http://58.63.64.106:8888/udp/239.77.1.166:5146
CCTV4,http://61.144.103.236:8090/udp/239.77.0.78:5146
CCTV4,http://61.144.103.236:8090/udp/239.77.1.163:5146
CCTV4,http://61.144.103.236:8090/udp/239.77.1.166:5146
CCTV4K 4K,http://113.100.72.213:8899/udp/239.77.0.174:5146
CCTV4K 4K,http://113.100.72.213:8899/udp/239.77.0.194:5146
CCTV4K 4K,http://113.74.172.147:4000/udp/239.77.0.174:5146
CCTV4K 4K,http://113.74.172.147:4000/udp/239.77.0.194:5146
CCTV4K 4K,http://113.90.244.76:4000/udp/239.77.0.174:5146
CCTV4K 4K,http://113.90.244.76:4000/udp/239.77.0.194:5146
CCTV4K 4K,http://113.93.48.75:2000/udp/239.77.0.174:5146
CCTV4K 4K,http://113.93.48.75:2000/udp/239.77.0.194:5146
CCTV4K 4K,http://113.93.51.233:2000/udp/239.77.0.174:5146
CCTV4K 4K,http://113.93.51.233:2000/udp/239.77.0.194:5146
CCTV4K 4K,http://113.94.58.116:10010/udp/239.77.0.174:5146
CCTV4K 4K,http://113.94.58.116:10010/udp/239.77.0.194:5146
CCTV4K 4K,http://119.134.111.101:8888/udp/239.77.0.174:5146
CCTV4K 4K,http://119.134.111.101:8888/udp/239.77.0.194:5146
CCTV4K 4K,http://121.13.55.66:4022/udp/239.77.0.174:5146
CCTV4K 4K,http://121.13.55.66:4022/udp/239.77.0.194:5146
CCTV4K 4K,http://125.89.163.44:8888/udp/239.77.0.174:5146
CCTV4K 4K,http://125.89.163.44:8888/udp/239.77.0.194:5146
CCTV4K 4K,http://183.29.197.141:8686/udp/239.77.0.174:5146
CCTV4K 4K,http://183.29.197.141:8686/udp/239.77.0.194:5146
CCTV4K 4K,http://58.62.234.251:10000/udp/239.77.0.174:5146
CCTV4K 4K,http://58.62.234.251:10000/udp/239.77.0.194:5146
CCTV4K 4K,http://58.63.64.106:8888/udp/239.77.0.174:5146
CCTV4K 4K,http://58.63.64.106:8888/udp/239.77.0.194:5146
CCTV4K 4K,http://61.144.103.236:8090/udp/239.77.0.174:5146
CCTV4K 4K,http://61.144.103.236:8090/udp/239.77.0.194:5146
CCTV5+,http://113.100.72.213:8899/udp/239.77.0.87:5146
CCTV5+,http://113.100.72.213:8899/udp/239.77.1.147:5146
CCTV5+,http://113.100.72.213:8899/udp/239.77.1.31:5146
CCTV5+,http://113.74.172.147:4000/udp/239.77.0.87:5146
CCTV5+,http://113.74.172.147:4000/udp/239.77.1.147:5146
CCTV5+,http://113.74.172.147:4000/udp/239.77.1.31:5146
CCTV5+,http://113.90.244.76:4000/udp/239.77.0.87:5146
CCTV5+,http://113.90.244.76:4000/udp/239.77.1.147:5146
CCTV5+,http://113.90.244.76:4000/udp/239.77.1.31:5146
CCTV5+,http://113.93.48.75:2000/udp/239.77.0.87:5146
CCTV5+,http://113.93.48.75:2000/udp/239.77.1.147:5146
CCTV5+,http://113.93.48.75:2000/udp/239.77.1.31:5146
CCTV5+,http://113.93.51.233:2000/udp/239.77.0.87:5146
CCTV5+,http://113.93.51.233:2000/udp/239.77.1.147:5146
CCTV5+,http://113.93.51.233:2000/udp/239.77.1.31:5146
CCTV5+,http://113.94.58.116:10010/udp/239.77.0.87:5146
CCTV5+,http://113.94.58.116:10010/udp/239.77.1.147:5146
CCTV5+,http://113.94.58.116:10010/udp/239.77.1.31:5146
CCTV5+,http://119.134.111.101:8888/udp/239.77.0.87:5146
CCTV5+,http://119.134.111.101:8888/udp/239.77.1.147:5146
CCTV5+,http://119.134.111.101:8888/udp/239.77.1.31:5146
CCTV5+,http://121.13.55.66:4022/udp/239.77.0.87:5146
CCTV5+,http://121.13.55.66:4022/udp/239.77.1.147:5146
CCTV5+,http://121.13.55.66:4022/udp/239.77.1.31:5146
CCTV5+,http://125.89.163.44:8888/udp/239.77.0.87:5146
CCTV5+,http://125.89.163.44:8888/udp/239.77.1.147:5146
CCTV5+,http://125.89.163.44:8888/udp/239.77.1.31:5146
CCTV5+,http://183.29.197.141:8686/udp/239.77.0.87:5146
CCTV5+,http://183.29.197.141:8686/udp/239.77.1.147:5146
CCTV5+,http://183.29.197.141:8686/udp/239.77.1.31:5146
CCTV5+,http://58.62.234.251:10000/udp/239.77.0.87:5146
CCTV5+,http://58.62.234.251:10000/udp/239.77.1.147:5146
